"ASIN (from original spreadsheet)","URL (from original spreadsheet)","Title","Body","Rating","Review Date","Reviewer Name","Product Description","About this Product"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It does feel like it may offer some slight moisture","Does not break me out, which a lot of products do. Yet, I do not see any visible results with this toner. It hasn't help make my pores smaller or helped to control my oil in the summer heat. It does feel like it may offer some slight moisture, but that is it. Not a bad product by any means, but not life changing.","3.0 out of 5 stars","July 5, 2016","ValTheRizzle","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I love this brand","I love this brand, their hair mask is to die for, been using for 6 years and my hairdresser always is schocked how strong my hair is after the bleaching and washing. But this toner is not great. Would irritate and hurt my sensitive skin. I do not suggest if you have sensitive skin.","2.0 out of 5 stars","July 7, 2017","An","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very good product","I've been using this toner/freshener for many years and it never disappoints. Immediately refreshes the dryness left on my face from the cleanser I use and picks up any soil residue remaining. Smells good. The perfect preparation for the moisturizer I apply afterwards.... This is the first time ordering from OxKom and their service was very good also.","5.0 out of 5 stars","August 19, 2018","Natural Order","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very Nice Product for Sensitive Skin","This is a very nice product for sensitive skin.  I do facials and had been trying to find a alcohol free toner/freshener with natural ingredients that was gentle enough for sensitive skin.  This product has worked well for all skin types and I love that it contains aloe vera and Hyaluronic Acid.  My only disappointment is that it contains fragrance.","4.0 out of 5 stars","May 24, 2013","Mixdplate","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love this toner","I have purchased this many times because I can't live without it! I use it like a moisturizer by pouring a small amount into the palm of my hand and rubbing it on my face and neck. It's great for summer. The scent is light.","5.0 out of 5 stars","August 11, 2016","JS","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love this stuff","Love this stuff. Cleans away the last residues from washing my face and, since it does NOT have alcohol in it, it doesn't leave my face feeling dry.","5.0 out of 5 stars","June 3, 2016","Sandra Myers","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","love this","nice toner use it everyday very gentleOnly wish the would put it in a spray bottle","5.0 out of 5 stars","November 17, 2018","Lemonade","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Loved !","Great","5.0 out of 5 stars","March 4, 2019","Irene P.","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I really love this toner","I had been using Dermalogica Multi-Active toner but can no longer afford to spend that much. I really love this toner. It's has a pleasant smell and balances my skin without drying.","5.0 out of 5 stars","May 16, 2016","L. Godwin","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014DM5K","https://www.amazon.com/Earth-Science-Complexion-Toner-Freshener/product-reviews/B00014DM5K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","This is a great toner. Not too acidic or stringent","This is a great toner.  Not too acidic or stringent, but does the job. Really makes my skin smooth.","5.0 out of 5 stars","February 6, 2017","Wizard","Facial Toner & Freshener-Aloe Vera Earth Science 8 oz Liquid","This fits your .
    





         Make sure this fits
                by entering your model number.
        



    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); })


					
					
						 
							Earth science
							
						
					
						 
							Herbal extracts aloe panthenol and hyaluronic acid nourish and protect the skin while normalizing the skin's ph to 4.0-6
							
						
					
						 
							Aloe vera complexion toner freshener by earth science 9 oz liquid facial toner freshener"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I had a better one","As far as i know that all kinds of Glutamin give the same result.What I don't like about this one is the test. It changes the test in a way that i don't really like.. for that reason I avoid taking glutamin sometime.. it's not that bad, but I remember i had a better one that has no taste at all.I believe I will for another one once I finish this one.Good luck feeding your hungry muscles :)","3.0 out of 5 stars","March 19, 2014","Rakan","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","its... eh...","i have to take this three times a day.. i bought it because it thought it would be good and tasteless... but the taste is horrible.. idk how to explain it... but it does work.. but the taste... i hate it..","3.0 out of 5 stars","June 18, 2013","tikitiki","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Prolab makes excellent quality supplements.  Can't go wrong with 100 percent pure glutamine","5.0 out of 5 stars","November 4, 2015","Kelly","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good, Fast","Good , Fast shpping","5.0 out of 5 stars","February 4, 2016","Amazon Customer","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product","Been using this for years. Good product","5.0 out of 5 stars","The manufacturer commented on the review belowMarch 5, 2018","angelleftbehind","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","On time and as described!","5.0 out of 5 stars","March 25, 2017","psYchO StevE","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Great for recovery.","5.0 out of 5 stars","January 26, 2015","Rick Delzer","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good","Not much to say,I guess it works :)It does mix pretty well and you cannot taste it..just need to stir quickly when you put it in something or it will clump up. I try to take some every morning!","4.0 out of 5 stars","December 3, 2009","danirue","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D944","https://www.amazon.com/PROLAB-Glutamine-Powder-400-Grams/product-reviews/B00014D944/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Can't go wrong with 100 free grams. Well you can, but this was fine.","Really not a lot to say here.  I think it helps with recovery, but it is hard to tell. From a quality standpoint, it was comparable to other brands.","3.0 out of 5 stars","January 28, 2013","Jeremiah Wrestler","GLUTAMINE is a flavorless, easy-mixing and extremely versatile free form amino acid. Supplementing with GLUTAMINE replenishes depleted stores to help build new lean muscle, protect hard-earned gains and support cell volumization making muscle cells look and feel full and dense. GLUTAMINE also supports post-workout muscle energy repletion and repair helping to maximize recovery after intense training. Widely recognized as a long-standing nutrition company, PROLAB Nutrition LLC has been providing professional and aspiring bodybuilders and elite athletes with high quality sports nutrition products since 1989. Always an innovator, PROLAB Nutrition LLC helped pioneer a sports-specific approach to athletes' nutrition. PROLAB’s products allow athletes to customize a nutritional supplement program to meet specific training and physique goals due to our comprehensive product line.","Flavorless, easy-mixing and extremely versatile free-form amino acid that helps build and protect lean muscle
                
            
                
                    Supports cell volumization making muscles look and feel more full and dense
                
            
                
                    Helps maximize recovery after intense training
                
            
                
                    Supports a healthy immune system
                
            
                
                    400-gram bottle"
"B00014D82C","https://www.amazon.com/Twinlab-Mega-Primrose-Oil-1300/product-reviews/B00014D82C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I like that. I use this product for treating Hypothyroid","H appy with this product.It comes in a glass jar,I like that.I use this product for treating Hypothyroid.","5.0 out of 5 stars","September 14, 2015","Paul   A.","The Evening Primrose Oil in this product is extracted without Hexane or other chemical solvents. It uses only the cold process, ""expeller-press"" method of extraction, which is simply squeezing the oil out of the seed without heat.","The Evening Primrose Oil in this product is extracted without Hexane or other chemical solvents
                
            
                
                    Twinlab"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mild and effective moisturizer!","My girlfriend has an intense Korean-inspired skincare routine and kept recommending I use a moisturizer. I have semi-oily skin that gets very dry after washing, which creates more oil over the course of the day, and then sets in this vicious cycle where I can't find a happy medium. After using this creme in the morning after a shower, my skin stays balanced. Moisturized, but not greasy. Now my skin tends to get less oily throughout the day. The creme itself feels very smooth and mild, and doesn't have a scent, which is a must for me. I also picked up some small cosmetic spatulas to scoop out the creme so that I'm not dipping my fingers into the jar every time. I feel like with some of this skincare stuff it's hard to tell if it's doing anything beneficial, but I really could tell the difference with the Jason creme. Definitely would recommend!","5.0 out of 5 stars","January 23, 2018","Chris W","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I did a lot of research to find a good moisturizer. This came recommended from some sites after ...","I did a lot of research to find a good moisturizer. This came recommended from some sites after a search for vegan, cruelty-free, and in general something with as few chemicals as possible.I use it on my face, chin and chest, but what prompted me to write this review was what it did for a healing BURN on my arm.About a week ago I burned the underside of my arm (you know, the pale part that shows scares easily). The scab is almost gone, but the rest was still bright. It looked like a bright pink comet on my arm. Last night it was VERY itchy and driving me crazy!! I had enough so instead of using neosporin like I usually do, I reached for this. It's been less than 12 hours and the redness was reduced by 50-60%!!!!!!!!!!!I am BLOWN AWAY. For the price, this product is FANTASTIC and I've used a lot of different ""clean"" products over the past couple years.Definitely BUY THIS.","5.0 out of 5 stars","August 30, 2017","Bee","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very nice product but be aware it is very thick.","My order from Amazon has not arrived yet, however, a friend gave me a jar of Jason Vitamin E Cream to try in the meantime.  I love that the product has no smell as I am very sensitive to strong perfume smells in facial products.  It is a very nice cream, just be aware that it is very thick and slightly heavy so a small amount goes a really long way.  I use it after the shower on my face, and neck.  My only objection is that is remains sticky on my face under make up.  So as a new user, I am not sure of the long term benefits of this product.  That will have to come later.  But as we enter the dry winter months I am looking forward to continuing moisturizing with this facial cream.","4.0 out of 5 stars","December 1, 2017","Lola 48","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
"B00014D6QU","https://www.amazon.com/JASON-Renewal-Vitamin-Moisturizing-Container/product-reviews/B0013G6M8O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fantastic Cream...One of the best products out there!","Absolutely LOVE this cream!  Really one of the best out there, and I always have a jar on hand.  I love the fact is is a natural product without animal testing too.  I live in California where it is often dry, and if I see my skin is getting overly dry, I apply before bed to give it a boost of moisture and vitamin E.  Not only do I use it on my face, it works great for my feet, heels, hands and any body part that needs extra moisture.  When I use it on my face overnight, I wake up and my skin is so soft and smooth in the morning.  All I have to do is rinse my face with water.  Great product and reasonably priced.  Reason I only use at night is because it is a very thick consistency.","5.0 out of 5 stars","August 1, 2015","Happy Shopper :)","JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème delivers deep, long-lasting hydration to help minimize the visible signs of skin aging. Our botanically-rich skin cream is infused with vitamin E and avocado oil to replenish lost moisture and help restore elasticity and resilience. Over time, skin becomes softer, smoother and more youthful looking. Our moisturizing crème is made with safe, gentler and effective ingredients and contains no parabens, sulfates, phthalates or petrolatum. It is also not tested on animals. The JASON brand believes in the power of nature's ingredients to improve everyday wellness. We were pioneers of safer, wholesome personal care, and we continue to harness the earth's bounty of botanicals and essentials for blends that refresh and restore. Wellness is our second nature, and it has been since 1959.","One 4 oz. container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème
                
            
                
                    Provides deep, long-lasting moisture to help minimize the visible signs of skin aging
                
            
                
                    Infused with vitamin E and avocado oil
                
            
                
                    Free of parabens, sulfates, phthalates and petrolatum
                
            
                
                    Not tested on animals"
